school_name,slug,acceptance,city,state,grad_rate,desirability,influence,overall_rank,sat,act,student_body,undergrad_student_body,tuition,domain
"Bennington College",bennington-college,0.6,Bennington,VT,0.71,1445,520,1160,,,1000,1000,56000,bennington.edu
"Calvin University",calvin-university,0.73,"Grand Rapids",MI,0.75,1196,578,1165,1250,27,4000,4000,36000,calvin.edu
"Duquesne University",duquesne-university,0.77,Pittsburgh,PA,0.79,1080,550,1170,1215,25,8000,7000,40000,duq.edu
"Fairleigh Dickinson University",fairleigh-dickinson-university,0.89,Teaneck,NJ,0.53,645,611,1175,,,4000,3000,42000,fdu.edu
"United States Air Force Academy",united-states-air-force-academy,0.13,"USAF Academy",CO,0.87,57,544,1180,1335,30,5000,5000,,usafa.af.mil
"University of Tulsa",university-of-tulsa,0.69,Tulsa,OK,0.73,237,616,1185,1225,27,4000,3000,42000,utulsa.edu
"Emerson College",emerson-college,0.41,Boston,MA,0.79,1246,708,1190,1305,29,5000,4000,49000,emerson.edu
"Occidental College",occidental-college,0.41,"Los Angeles",CA,0.84,1144,560,1195,1390,30,2000,2000,57000,oxy.edu
"Seattle University",seattle-university,0.83,Seattle,WA,0.73,307,617,1200,1235,27,6000,5000,47000,seattleu.edu
"Fashion Institute of Technology",fashion-institute-of-technology,0.59,"New York",NY,0.83,105,762,1205,,,8000,8000,8000,fitnyc.edu
"University of Massachusetts Boston",university-of-massachusetts-boston,0.8,Boston,MA,0.49,641,671,1210,,,13000,11000,15000,umb.edu
"University of Akron",university-of-akron,0.73,Akron,OH,0.48,394,651,1215,1110,22,16000,14000,12000,uakron.edu
"California State University, Los Angeles","california-state-university,-los-angeles",0.76,"Los Angeles",CA,0.52,865,561,1220,985,17,24000,22000,7000,calstatela.edu
"University of Toledo",university-of-toledo,0.95,Toledo,OH,0.53,561,657,1225,1120,23,17000,15000,10000,utoledo.edu
"University of North Dakota",university-of-north-dakota,0.87,"Grand Forks",ND,0.61,1469,577,1230,1130,23,12000,10000,10000,und.edu
"Berklee College of Music",berklee-college-of-music,0.52,Boston,MA,0.65,126,692,1235,,,7000,6000,46000,berklee.edu
"DePauw University",depauw-university,0.68,Greencastle,IN,0.87,716,364,1240,1245,26,2000,2000,51000,depauw.edu
"Ithaca College",ithaca-college,0.76,Ithaca,NY,0.78,316,770,1245,,,7000,6000,45000,ithaca.edu
"Ball State University",ball-state-university,0.87,Muncie,IN,0.67,1046,677,1250,,,19000,15000,10000,bsu.edu
"Loyola Marymount University",loyola-marymount-university,0.5,"Los Angeles",CA,0.83,1202,698,1506,1320,29,8000,7000,50000,lmu.edu
"University of Texas at Arlington",university-of-texas-at-arlington,0.88,Arlington,TX,0.52,1113,706,1512,1145,23,38000,28000,11000,uta.edu
"Teachers College, Columbia University","teachers-college,-columbia-university",,"New York",NY,,,336,1518,,,4000,,,columbia.edu
"Denison University",denison-university,0.28,Granville,OH,0.8,536,536,1524,1305,29,3000,3000,54000,denison.edu
"University of Colorado Denver",university-of-colorado-denver,0.66,Denver,CO,0.44,,728,1530,1110,23,17000,12000,9000,ucdenver.edu
"Colorado College",colorado-college,0.14,"Colorado Springs",CO,0.88,68,625,1536,,,2000,2000,58000,coloradocollege.edu
"Bucknell University",bucknell-university,0.38,Lewisburg,PA,0.88,108,666,1542,1342,30,4000,4000,58000,bucknell.edu
"Oregon Health & Science University",oregon-health-&-science-university,,Portland,OR,,,802,1548,,,2000,1000,21000,ohsu.edu
"Brooklyn Law School",brooklyn-law-school,,Brooklyn,NY,,,570,1554,,,1000,,,brooklaw.edu
"Evergreen State College",evergreen-state-college,0.98,Olympia,WA,0.45,346,738,1560,1084,22,3000,3000,8000,evergreen.edu
"Worcester Polytechnic Institute",worcester-polytechnic-institute,0.59,Worcester,MA,0.89,826,503,1566,,,7000,6000,52000,wpi.edu
"Macalester College",macalester-college,0.39,"Saint Paul",MN,0.93,72,678,1572,1415,31,2000,2000,56000,macalester.edu
"University of Dayton",university-of-dayton,0.81,Dayton,OH,0.81,779,664,1578,1220,26,10000,8000,44000,udayton.edu
"University of Missouri–Kansas City","university-of-missouri–kansas-city",0.63,"Kansas City",MO,0.54,1389,665,1584,1155,24,10000,8000,11000,umkc.edu
"Medical University of South Carolina",medical-university-of-south-carolina,,Charleston,SC,,,733,1590,,,2000,0,17000,musc.edu
"Montana State University",montana-state-university,0.81,Bozeman,MT,0.6,429,618,1596,1200,24,15000,14000,7000,montana.edu
"Cooper Union",cooper-union,0.18,"New York",NY,0.79,62,271,1602,1417,32,1000,1000,47000,cooper.edu
"California State University, Fullerton","california-state-university,-fullerton",0.68,Fullerton,CA,0.69,1441,776,1608,1115,21,34000,31000,7000,fullerton.edu
"Cleveland State University",cleveland-state-university,0.94,Cleveland,OH,0.48,415,701,1614,1095,22,14000,11000,11000,csuohio.edu
"University of Phoenix",university-of-phoenix,,,,,,861,1620,,,,,,phoenix.edu
"Juilliard School",juilliard-school,0.08,"New York",NY,0.94,51,588,1626,,,1000,1000,47000,juilliard.edu
"California Institute of the Arts",california-institute-of-the-arts,0.27,Valencia,CA,0.66,83,734,1632,,,2000,1000,51000,calarts.edu
"University of Idaho",university-of-idaho,0.74,Moscow,ID,0.59,1023,593,1638,1125,23,9000,8000,8000,uidaho.edu
"Harvey Mudd College",harvey-mudd-college,0.18,Claremont,CA,0.93,28,689,1644,1530,34,1000,1000,59000,hmc.edu
"University of North Carolina at Charlotte",university-of-north-carolina-at-charlotte,0.8,Charlotte,NC,0.65,1385,767,1650,1205,24,27000,23000,7000,uncc.edu
"Graduate Center, CUNY","graduate-center,-cuny",,"New York",NY,,,715,1656,,,4000,1000,7000,cuny.edu
"New Mexico State University",new-mexico-state-university,0.63,"Las Cruces",NM,0.51,1353,615,1662,1050,20,12000,10000,7000,nmsu.edu
"Creighton University",creighton-university,0.64,Omaha,NE,0.82,247,534,1668,1260,26,6000,5000,41000,creighton.edu
"University of Richmond",university-of-richmond,0.31,"University of Richmond",VA,0.88,145,658,1674,1375,31,4000,3000,55000,urich.edu
"School of the Art Institute of Chicago",school-of-the-art-institute-of-chicago,0.78,Chicago,IL,0.68,638,547,1680,1240,25,4000,3000,49000,saic.edu
"John Jay College of Criminal Justice",john-jay-college-of-criminal-justice,0.37,"New York",NY,0.51,193,695,1686,,,13000,11000,7000,cuny.edu
"University of South Dakota",university-of-south-dakota,0.91,Vermillion,SD,0.6,1146,637,1692,1085,22,7000,6000,9000,usd.edu
"Babson College",babson-college,0.27,Wellesley,MA,0.95,93,879,1698,1360,29,4000,3000,53000,babson.edu
"Long Island University",long-island-university,0.85,Brookville,NY,0.44,,640,1704,1185,25,10000,6000,38000,liunet.edu
"Bates College",bates-college,0.14,Lewiston,ME,0.92,74,509,1710,,,1000,1000,56000,bates.edu
"Princeton Theological Seminary",princeton-theological-seminary,,Princeton,NJ,,,380,1716,,,1000,,,ptsem.edu
"University of Massachusetts Medical School",university-of-massachusetts-medical-school,,Worcester,MA,,,874,1722,,,1000,,,umassmed.edu
"University of Detroit Mercy",university-of-detroit-mercy,0.79,Detroit,MI,0.73,262,682,1728,1155,24,4000,3000,29000,udmercy.edu
"University of Tennessee Health Science Center",university-of-tennessee-health-science-center,,,,,,817,1734,,,,,,
"Union College",union-college,0.41,Schenectady,NY,0.86,188,311,2892,1320,29,2000,2000,57000,union.edu
"Old Dominion University",old-dominion-university,0.95,Norfolk,VA,0.53,709,794,1746,1080,21,19000,17000,11000,odu.edu
"Mercer University",mercer-university,0.78,Macon,GA,0.73,1052,638,1752,1255,27,7000,5000,26000,mercer.edu
"Wright State University",wright-state-university,0.96,Dayton,OH,0.43,699,902,1758,1104,21,11000,9000,9000,wright.edu
"Missouri University of Science and Technology",missouri-university-of-science-and-technology,0.81,Rolla,MO,0.67,1443,727,1764,1325,29,7000,6000,11000,mst.edu
"Spelman College",spelman-college,0.53,Atlanta,GA,0.75,1205,662,1770,1155,24,2000,2000,30000,auc.edu
"Stevens Institute of Technology",stevens-institute-of-technology,0.53,Hoboken,NJ,0.88,213,404,1776,1420,32,6000,4000,54000,stevens.edu
"Western Washington University",western-washington-university,0.94,Bellingham,WA,0.68,944,829,1782,1170,25,15000,14000,8000,wwu.edu
"Adelphi University",adelphi-university,0.75,"Garden City",NY,0.73,610,642,1788,1155,24,8000,5000,40000,adelphi.edu
"Oakland University",oakland-university,0.81,"Rochester Hills",MI,0.56,587,859,1794,1125,23,16000,15000,15000,oakland.edu
"St. John's University","st.-john's-university",0.75,Queens,NY,0.64,,763,1800,1195,26,16000,13000,42000,stjohns.edu
"Colby College",colby-college,0.1,Waterville,ME,0.9,75,603,2107,1450,32,2000,2000,57000,colby.edu
"University of Puerto Rico",university-of-puerto-rico,,,,,,523,2114,,,,,,upr.edu
"Grinnell College",grinnell-college,0.19,Grinnell,IA,0.87,101,568,2121,1450,32,2000,2000,54000,grinnell.edu
"University of Texas at El Paso",university-of-texas-at-el-paso,1.0,"El Paso",TX,0.44,725,764,2128,,,20000,18000,9000,utep.edu
"New Jersey Institute of Technology",new-jersey-institute-of-technology,0.66,Newark,NJ,0.7,1299,745,2135,1290,27,9000,8000,18000,njit.edu
"Loyola University Maryland",loyola-university-maryland,0.8,Baltimore,MD,0.81,524,832,2142,,,5000,4000,50000,loyola.edu
"Jewish Theological Seminary of America",jewish-theological-seminary-of-america,0.57,"New York",NY,0.89,,470,2149,1405,31,1000,0,59000,jtsa.edu
"St. John's College","st.-john's-college",,,,,,532,3698,,,,,,
"Suffolk University",suffolk-university,0.86,Boston,MA,0.6,604,791,2163,1115,23,6000,5000,40000,suffolk.edu
"New York Institute of Technology",new-york-institute-of-technology,0.75,"Old Westbury",NY,0.5,876,860,2170,1182,25,5000,3000,38000,nyit.edu
"Manhattan College",manhattan-college,0.78,Riverdale,NY,0.7,352,668,2177,1170,25,4000,4000,45000,manhattan.edu
"Fairfield University",fairfield-university,0.56,Fairfield,CT,0.82,483,865,2184,1280,28,5000,4000,50000,fairfield.edu
"New York Medical College",new-york-medical-college,,Valhalla,NY,,,659,2191,,,1000,,,nymc.edu
"Connecticut College",connecticut-college,0.38,"New London",CT,0.82,212,775,2198,1380,31,2000,2000,57000,conncoll.edu
"University of the Pacific",university-of-the-pacific,0.71,Stockton,CA,0.7,,788,2205,1240,27,5000,4000,50000,uop.edu
"Liberty University",liberty-university,0.5,Lynchburg,VA,0.54,116,976,2212,1150,24,67000,40000,16000,liberty.edu
"Fuller Theological Seminary",fuller-theological-seminary,,Pasadena,CA,,,804,2219,,,1000,,,fuller.edu
"Providence College",providence-college,0.54,Providence,RI,0.85,1192,820,2226,1280,29,5000,4000,52000,providence.edu
"Dickinson College",dickinson-college,0.52,Carlisle,PA,0.84,1095,587,2233,,,3000,3000,56000,dickinson.edu
"Florida Institute of Technology",florida-institute-of-technology,0.7,Melbourne,FL,0.6,385,842,2240,1255,27,5000,4000,42000,fit.edu
"Rush University",rush-university,,Chicago,IL,,,679,2247,,,2000,0,29000,rush.edu
"University of Massachusetts Lowell",university-of-massachusetts-lowell,0.75,Lowell,MA,0.69,,924,2254,1235,26,15000,12000,16000,uml.edu
"Davidson College",davidson-college,0.2,Davidson,NC,0.93,36,703,2261,1397,31,2000,2000,53000,davidson.edu
"Medical College of Wisconsin",medical-college-of-wisconsin,,Milwaukee,WI,,,739,2268,,,1000,,,mcw.edu
"Sam Houston State University",sam-houston-state-university,0.92,Huntsville,TX,0.58,1048,826,2275,1065,21,18000,17000,9000,shsu.edu
"Samford University",samford-university,0.84,Birmingham,AL,0.77,912,754,2282,1160,26,5000,4000,33000,samford.edu
"James Madison University",james-madison-university,0.8,Harrisonburg,VA,0.82,1172,922,2289,1205,25,21000,20000,12000,jmu.edu
"University of New Orleans",university-of-new-orleans,0.83,"New Orleans",LA,0.41,1183,877,2296,1127,22,6000,6000,9000,uno.edu
"Marshall University",marshall-university,0.89,Huntington,WV,0.5,1031,851,2303,1045,22,10000,8000,8000,marshall.edu
"Eastern Michigan University",eastern-michigan-university,0.75,Ypsilanti,MI,0.47,891,674,2310,1080,22,15000,13000,14000,emich.edu
"University of Texas at San Antonio",university-of-texas-at-san-antonio,0.84,"San Antonio",TX,0.46,1111,1009,2317,1125,22,27000,24000,8000,utsa.edu
"University of Louisiana at Lafayette",university-of-louisiana-at-lafayette,0.67,Lafayette,LA,0.51,165,866,2324,1144,23,15000,13000,10000,louisiana.edu
"Biola University",biola-university,0.64,"La Mirada",CA,0.71,1377,799,2331,1195,24,5000,4000,42000,biola.edu
"Nova Southeastern University",nova-southeastern-university,0.76,"Fort Lauderdale",FL,0.62,678,990,2338,1175,24,13000,5000,32000,nova.edu
"Drake University",drake-university,0.68,"Des Moines",IA,0.78,677,714,2345,1235,27,3000,3000,43000,drake.edu
"Louisiana Tech University",louisiana-tech-university,0.64,Ruston,LA,0.61,608,823,2352,1162,25,7000,6000,10000,latech.edu
"Oklahoma State University–Stillwater","oklahoma-state-university–stillwater",0.67,Stillwater,OK,0.64,1380,856,2359,1170,25,21000,19000,9000,okstate.edu
"California State University, Fresno","california-state-university,-fresno",0.9,Fresno,CA,0.58,1148,600,2366,1035,19,22000,20000,7000,csufresno.edu
"Lewis & Clark College",lewis-&-clark-college,0.8,Portland,OR,0.74,446,910,2373,1310,29,3000,2000,53000,lclark.edu
"Colorado School of Mines",colorado-school-of-mines,0.55,Golden,CO,0.84,595,757,2380,1310,30,6000,5000,19000,mines.edu
"Towson University",towson-university,0.79,Towson,MD,0.73,1075,959,2387,1140,22,20000,18000,10000,towson.edu
"Wichita State University",wichita-state-university,0.8,Wichita,KS,0.48,407,843,2394,1150,23,11000,10000,8000,wichita.edu
"University of Texas Medical Branch",university-of-texas-medical-branch,,Galveston,TX,,,852,2401,,,3000,1000,9000,utmb.edu
"Bob Jones University",bob-jones-university,,Greenville,SC,0.65,209,813,2408,,,3000,3000,19000,bju.edu
"University of California, Hastings College of the Law","university-of-california,-hastings-college-of-the-law",,"San Francisco",CA,,,869,2415,,,1000,,,uchastings.edu
"University of San Diego",university-of-san-diego,0.59,"San Diego",CA,0.8,104,975,2422,1280,28,8000,6000,51000,sandiego.edu
"Rowan University",rowan-university,0.78,Glassboro,NJ,0.68,884,981,2429,1155,24,16000,15000,14000,rowan.edu
"Clarkson University",clarkson-university,0.78,Potsdam,NY,0.76,413,937,2436,1255,26,4000,3000,51000,clarkson.edu
"Oral Roberts University",oral-roberts-university,0.78,Tulsa,OK,0.56,798,1021,2443,1114,21,4000,3000,30000,oru.edu
"California State University, Sacramento","california-state-university,-sacramento",0.83,Sacramento,CA,0.54,657,983,2450,1040,19,27000,25000,7000,csus.edu
"Texas State University",texas-state-university,0.85,"San Marcos",TX,0.55,1318,960,2808,1095,22,33000,30000,11000,txstate.edu
"California State Polytechnic University, Pomona","california-state-polytechnic-university,-pomona",0.65,Pomona,CA,0.67,1134,773,2816,1140,23,24000,23000,7000,cpp.edu
"Hamilton College",hamilton-college,0.18,Clinton,NY,0.91,85,412,2539,1445,33,2000,2000,57000,hamilton.edu
"Willamette University",willamette-university,0.8,Salem,OR,0.74,918,736,2832,,,2000,2000,52000,willamette.edu
"Central Michigan University",central-michigan-university,0.69,"Mount Pleasant",MI,0.64,746,913,2840,1095,23,18000,15000,13000,cmich.edu
"Middle Tennessee State University",middle-tennessee-state-university,0.94,Murfreesboro,TN,0.51,1328,1003,2848,1135,23,18000,17000,9000,mtsu.edu
"North Dakota State University",north-dakota-state-university,0.94,Fargo,ND,0.62,1362,883,2856,1152,23,11000,10000,10000,ndsu.edu
"Illinois State University",illinois-state-university,0.81,Normal,IL,0.68,834,765,2864,1120,23,19000,17000,13000,illinoisstate.edu
"University of Alaska Fairbanks",university-of-alaska-fairbanks,0.67,Fairbanks,AK,0.39,235,777,2872,1155,21,5000,4000,9000,uaf.edu
"Manchester University",manchester-university,0.7,"North Manchester",IN,0.56,245,917,2880,,,1000,1000,34000,manchester.edu
"Southern Illinois University Carbondale",southern-illinois-university-carbondale,0.92,Carbondale,IL,0.48,326,718,2888,1140,24,11000,9000,15000,siu.edu
"Boston University School of Law",boston-university-school-of-law,,,,,,748,2896,,,,,,
"Goucher College",goucher-college,0.79,Baltimore,MD,0.66,503,700,2904,1145,25,2000,1000,45000,goucher.edu
"Lafayette College",lafayette-college,0.36,Easton,PA,0.9,112,548,2912,1345,30,3000,3000,55000,lafayette.edu
"Augusta University",augusta-university,,,,,,954,2920,,,,,,augusta.edu
"Montclair State University",montclair-state-university,0.83,Montclair,NJ,0.68,1365,900,2928,,,19000,16000,13000,montclair.edu
"Texas Southern University",texas-southern-university,0.66,Houston,TX,0.19,550,911,2936,920,16,8000,7000,9000,tsu.edu
"Columbia College Chicago",columbia-college-chicago,0.9,Chicago,IL,0.5,569,1006,2944,,,6000,6000,28000,colum.edu
"Michigan Technological University",michigan-technological-university,0.7,Houghton,MI,0.72,1220,897,2952,1270,27,6000,6000,17000,mtu.edu
"Webster University",webster-university,0.53,"Saint Louis",MO,0.55,814,1080,2960,1130,24,8000,3000,29000,webster.edu
"Pitzer College",pitzer-college,0.17,Claremont,CA,0.83,63,998,2968,,,1000,1000,56000,pitzer.edu
"Washburn University",washburn-university,,Topeka,KS,0.51,,691,2976,,,5000,4000,9000,wuacc.edu
"Trinity Evangelical Divinity School",trinity-evangelical-divinity-school,,,,,,938,2984,,,,,,
"Northern Arizona University",northern-arizona-university,0.82,Flagstaff,AZ,0.57,303,992,2992,,,27000,24000,11000,nau.edu
"University of Baltimore",university-of-baltimore,0.8,Baltimore,MD,0.34,1281,1060,3000,1052,20,3000,2000,9000,ubalt.edu
"Union Theological Seminary",union-theological-seminary,,"New York",NY,,,545,3008,,,1000,,,utsnyc.edu
"California State University, Chico","california-state-university,-chico",0.9,Chico,CA,0.65,454,915,3016,1090,21,16000,16000,8000,csuchico.edu
"Appalachian State University",appalachian-state-university,0.8,Boone,NC,0.73,1467,1121,3024,1185,25,19000,18000,7000,appstate.edu
